id,original,surface,pronunciation,type1,type2,generation,genus,rarity,height_m,weight_kg,evolves_from,description,image,image_page
171,ピチュー,ピチュー,ピチュー,でんき,NA,2,こねずみポケモン,NA,0.3,2.0,NA,こねずみポケモン。でんきタイプ。初登場は金・銀。高さ0.3m、重さ2.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bf00209c9f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
172,ピィ,ピィ,ピィ,フェアリー,NA,2,ほしがたポケモン,NA,0.3,3.0,NA,ほしがたポケモン。フェアリータイプ。初登場は金・銀。高さ0.3m、重さ3.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_fb660d078f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
173,ププリン,ププリン,ププリン,ノーマル,フェアリー,2,ふうせんポケモン,NA,0.3,1.0,NA,ふうせんポケモン。ノーマル・フェアリータイプ。初登場は金・銀。高さ0.3m、重さ1.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1dcb83a491.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
174,トゲピー,トゲピー,トゲピー,フェアリー,NA,2,はりたまポケモン,NA,0.3,1.5,NA,はりたまポケモン。フェアリータイプ。初登場は金・銀。高さ0.3m、重さ1.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d9b22f2993.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
175,トゲチック,トゲチック,トゲチック,フェアリー,ひこう,2,しあわせポケモン,NA,0.6,3.2,トゲピー,しあわせポケモン。フェアリー・ひこうタイプ。初登場は金・銀。トゲピーから進化。高さ0.6m、重さ3.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_2c76652298.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
176,ネイティ,ネイティ,ネイティ,エスパー,ひこう,2,ことりポケモン,NA,0.2,2.0,NA,ことりポケモン。エスパー・ひこうタイプ。初登場は金・銀。高さ0.2m、重さ2.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_04f732490c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
177,ネイティオ,ネイティオ,ネイティオ,エスパー,ひこう,2,せいれいポケモン,NA,1.5,15.0,ネイティ,せいれいポケモン。エスパー・ひこうタイプ。初登場は金・銀。ネイティから進化。高さ1.5m、重さ15.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_db82be01b0.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
178,メリープ,メリープ,メリープ,でんき,NA,2,わたげポケモン,NA,0.6,7.8,NA,わたげポケモン。でんきタイプ。初登場は金・銀。高さ0.6m、重さ7.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5fa808c916.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
179,モココ,モココ,モココ,でんき,NA,2,わたげポケモン,NA,0.8,13.3,メリープ,わたげポケモン。でんきタイプ。初登場は金・銀。メリープから進化。高さ0.8m、重さ13.3kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_8cb1b5d1f2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
180,デンリュウ,デンリュウ,デンリュウ,でんき,NA,2,ライトポケモン,NA,1.4,61.5,モココ,ライトポケモン。でんきタイプ。初登場は金・銀。モココから進化。高さ1.4m、重さ61.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3eae738744.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1095,メガデンリュウ,メガデンリュウ,メガデンリュウ,でんき,ドラゴン,6,ライトポケモン,NA,1.4,61.5,モココ,ライトポケモン。でんき・ドラゴンタイプ。初登場はX・Y。モココから進化。高さ1.4m、重さ61.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d557bea9a2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
181,キレイハナ,キレイハナ,キレイハナ,くさ,NA,2,フラワーポケモン,NA,0.4,5.8,クサイハナ,フラワーポケモン。くさタイプ。初登場は金・銀。クサイハナから進化。高さ0.4m、重さ5.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_03f09188cb.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
182,マリル,マリル,マリル,みず,フェアリー,2,みずねずみポケモン,NA,0.4,8.5,ルリリ,みずねずみポケモン。みず・フェアリータイプ。初登場は金・銀。ルリリから進化。高さ0.4m、重さ8.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_da2549a493.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
183,マリルリ,マリルリ,マリルリ,みず,フェアリー,2,みずうさぎポケモン,NA,0.8,28.5,マリル,みずうさぎポケモン。みず・フェアリータイプ。初登場は金・銀。マリルから進化。高さ0.8m、重さ28.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_047be64fd6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
184,ウソッキー,ウソッキー,ウソッキー,いわ,NA,2,まねポケモン,NA,1.2,38.0,ウソハチ,まねポケモン。いわタイプ。初登場は金・銀。ウソハチから進化。高さ1.2m、重さ38.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1cfc7d6df8.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
185,ニョロトノ,ニョロトノ,ニョロトノ,みず,NA,2,かえるポケモン,NA,1.1,33.9,ニョロゾ,かえるポケモン。みずタイプ。初登場は金・銀。ニョロゾから進化。高さ1.1m、重さ33.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_363594b145.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
186,ハネッコ,ハネッコ,ハネッコ,くさ,ひこう,2,わたくさポケモン,NA,0.4,0.5,NA,わたくさポケモン。くさ・ひこうタイプ。初登場は金・銀。高さ0.4m、重さ0.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_03b156d4f0.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
187,ポポッコ,ポポッコ,ポポッコ,くさ,ひこう,2,わたくさポケモン,NA,0.6,1.0,ハネッコ,わたくさポケモン。くさ・ひこうタイプ。初登場は金・銀。ハネッコから進化。高さ0.6m、重さ1.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_0ce320b789.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
188,ワタッコ,ワタッコ,ワタッコ,くさ,ひこう,2,わたくさポケモン,NA,0.8,3.0,ポポッコ,わたくさポケモン。くさ・ひこうタイプ。初登場は金・銀。ポポッコから進化。高さ0.8m、重さ3.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_614a15cdff.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
189,エイパム,エイパム,エイパム,ノーマル,NA,2,おながポケモン,NA,0.8,11.5,NA,おながポケモン。ノーマルタイプ。初登場は金・銀。高さ0.8m、重さ11.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_811c117ae6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
190,ヒマナッツ,ヒマナッツ,ヒマナッツ,くさ,NA,2,たねポケモン,NA,0.3,1.8,NA,たねポケモン。くさタイプ。初登場は金・銀。高さ0.3m、重さ1.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_0abbd5d256.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
191,キマワリ,キマワリ,キマワリ,くさ,NA,2,たいようポケモン,NA,0.8,8.5,ヒマナッツ,たいようポケモン。くさタイプ。初登場は金・銀。ヒマナッツから進化。高さ0.8m、重さ8.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5672bd5936.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
192,ヤンヤンマ,ヤンヤンマ,ヤンヤンマ,むし,ひこう,2,うすばねポケモン,NA,1.2,38.0,NA,うすばねポケモン。むし・ひこうタイプ。初登場は金・銀。高さ1.2m、重さ38.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9172a5c839.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
193,ウパー,ウパー,ウパー,みず,じめん,2,みずうおポケモン,NA,0.4,8.5,NA,みずうおポケモン。みず・じめんタイプ。初登場は金・銀。高さ0.4m、重さ8.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c7280a3bf5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1096,ウパー（パルデアのすがた）,ウパー,ウパー,どく,じめん,9,みずうおポケモン,NA,0.4,11.0,NA,みずうおポケモン。どく・じめんタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ11.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ded6780632.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1096,ウパー（パルデアのすがた）,パルデアウパー,パルデアウパー,どく,じめん,9,みずうおポケモン,NA,0.4,11.0,NA,みずうおポケモン。どく・じめんタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ11.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ded6780632.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1096,ウパー（パルデアのすがた）,ウパー（パルデアのすがた）,ウパーパルデアのすがた,どく,じめん,9,みずうおポケモン,NA,0.4,11.0,NA,みずうおポケモン。どく・じめんタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ11.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ded6780632.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
194,ヌオー,ヌオー,ヌオー,みず,じめん,2,みずうおポケモン,NA,1.4,75.0,ウパー,みずうおポケモン。みず・じめんタイプ。初登場は金・銀。ウパーから進化。高さ1.4m、重さ75.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1e04640e6a.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
195,エーフィ,エーフィ,エーフィ,エスパー,NA,2,たいようポケモン,NA,0.9,26.5,イーブイ,たいようポケモン。エスパータイプ。初登場は金・銀。イーブイから進化。高さ0.9m、重さ26.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_84f580fcd9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
196,ブラッキー,ブラッキー,ブラッキー,あく,NA,2,げっこうポケモン,NA,1.0,27.0,イーブイ,げっこうポケモン。あくタイプ。初登場は金・銀。イーブイから進化。高さ1.0m、重さ27.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_b67278c6fe.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
197,ヤミカラス,ヤミカラス,ヤミカラス,あく,ひこう,2,くらやみポケモン,NA,0.5,2.1,NA,くらやみポケモン。あく・ひこうタイプ。初登場は金・銀。高さ0.5m、重さ2.1kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_235715f11d.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
198,ヤドキング,ヤドキング,ヤドキング,みず,エスパー,2,おうじゃポケモン,NA,2.0,79.5,ヤドン,おうじゃポケモン。みず・エスパータイプ。初登場は金・銀。ヤドンから進化。高さ2.0m、重さ79.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_09c94ab228.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1097,ヤドキング（ガラルのすがた）,ヤドキング,ヤドキング,どく,エスパー,8,おうじゃポケモン,NA,1.8,79.5,ヤドン,おうじゃポケモン。どく・エスパータイプ。初登場はソード・シールド。ヤドンから進化。高さ1.8m、重さ79.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a68caa856e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1097,ヤドキング（ガラルのすがた）,ガラルヤドキング,ガラルヤドキング,どく,エスパー,8,おうじゃポケモン,NA,1.8,79.5,ヤドン,おうじゃポケモン。どく・エスパータイプ。初登場はソード・シールド。ヤドンから進化。高さ1.8m、重さ79.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a68caa856e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1097,ヤドキング（ガラルのすがた）,ヤドキング（ガラルのすがた）,ヤドキングガラルのすがた,どく,エスパー,8,おうじゃポケモン,NA,1.8,79.5,ヤドン,おうじゃポケモン。どく・エスパータイプ。初登場はソード・シールド。ヤドンから進化。高さ1.8m、重さ79.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a68caa856e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
199,ムウマ,ムウマ,ムウマ,ゴースト,NA,2,よなきポケモン,NA,0.7,1.0,NA,よなきポケモン。ゴーストタイプ。初登場は金・銀。高さ0.7m、重さ1.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_4040f5ebe9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
200,アンノーン,アンノーン,アンノーン,エスパー,NA,2,シンボルポケモン,NA,0.5,5.0,NA,シンボルポケモン。エスパータイプ。初登場は金・銀。高さ0.5m、重さ5.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_424af2db94.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
201,ソーナンス,ソーナンス,ソーナンス,エスパー,NA,2,がまんポケモン,NA,1.3,28.5,ソーナノ,がまんポケモン。エスパータイプ。初登場は金・銀。ソーナノから進化。高さ1.3m、重さ28.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ebcc0620be.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
202,キリンリキ,キリンリキ,キリンリキ,ノーマル,エスパー,2,くびながポケモン,NA,1.5,41.5,NA,くびながポケモン。ノーマル・エスパータイプ。初登場は金・銀。高さ1.5m、重さ41.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c88de1206b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
203,クヌギダマ,クヌギダマ,クヌギダマ,むし,NA,2,みのむしポケモン,NA,0.6,7.2,NA,みのむしポケモン。むしタイプ。初登場は金・銀。高さ0.6m、重さ7.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_af71fb3f81.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
204,フォレトス,フォレトス,フォレトス,むし,はがね,2,みのむしポケモン,NA,1.2,125.8,クヌギダマ,みのむしポケモン。むし・はがねタイプ。初登場は金・銀。クヌギダマから進化。高さ1.2m、重さ125.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_2fb407f750.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
205,ノコッチ,ノコッチ,ノコッチ,ノーマル,NA,2,つちへびポケモン,NA,1.5,14.0,NA,つちへびポケモン。ノーマルタイプ。初登場は金・銀。高さ1.5m、重さ14.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_cac62274c4.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
206,グライガー,グライガー,グライガー,じめん,ひこう,2,とびさそりポケモン,NA,1.1,64.8,NA,とびさそりポケモン。じめん・ひこうタイプ。初登場は金・銀。高さ1.1m、重さ64.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c005957b84.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
207,ハガネール,ハガネール,ハガネール,はがね,じめん,2,てつへびポケモン,NA,9.2,400.0,イワーク,てつへびポケモン。はがね・じめんタイプ。初登場は金・銀。イワークから進化。高さ9.2m、重さ400.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_b8cfae52f4.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1098,メガハガネール,メガハガネール,メガハガネール,はがね,じめん,6,てつへびポケモン,NA,10.5,740.0,イワーク,てつへびポケモン。はがね・じめんタイプ。初登場はX・Y。イワークから進化。高さ10.5m、重さ740.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1a6c77681f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
208,ブルー,ブルー,ブルー,フェアリー,NA,2,ようせいポケモン,NA,0.6,7.8,NA,ようせいポケモン。フェアリータイプ。初登場は金・銀。高さ0.6m、重さ7.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_96aea44a0c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
209,グランブル,グランブル,グランブル,フェアリー,NA,2,ようせいポケモン,NA,1.4,48.7,ブルー,ようせいポケモン。フェアリータイプ。初登場は金・銀。ブルーから進化。高さ1.4m、重さ48.7kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c01769c9af.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
210,ハリーセン,ハリーセン,ハリーセン,みず,どく,2,ふうせんポケモン,NA,0.5,3.9,NA,ふうせんポケモン。みず・どくタイプ。初登場は金・銀。高さ0.5m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_954d67f1ed.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1099,ハリーセン（ヒスイのすがた）,ハリーセン,ハリーセン,あく,どく,8,ふうせんポケモン,NA,0.5,3.9,NA,ふうせんポケモン。あく・どくタイプ。初登場はソード・シールド。高さ0.5m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e6a8dce269.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1099,ハリーセン（ヒスイのすがた）,ヒスイハリーセン,ヒスイハリーセン,あく,どく,8,ふうせんポケモン,NA,0.5,3.9,NA,ふうせんポケモン。あく・どくタイプ。初登場はソード・シールド。高さ0.5m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e6a8dce269.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1099,ハリーセン（ヒスイのすがた）,ハリーセン（ヒスイのすがた）,ハリーセンヒスイのすがた,あく,どく,8,ふうせんポケモン,NA,0.5,3.9,NA,ふうせんポケモン。あく・どくタイプ。初登場はソード・シールド。高さ0.5m、重さ3.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e6a8dce269.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
211,ハッサム,ハッサム,ハッサム,むし,はがね,2,はさみポケモン,NA,1.8,118.0,ストライク,はさみポケモン。むし・はがねタイプ。初登場は金・銀。ストライクから進化。高さ1.8m、重さ118.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_441bd3bcbb.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1100,メガハッサム,メガハッサム,メガハッサム,むし,はがね,6,はさみポケモン,NA,2.0,125.0,ストライク,はさみポケモン。むし・はがねタイプ。初登場はX・Y。ストライクから進化。高さ2.0m、重さ125.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_71d8ef8890.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
212,ツボツボ,ツボツボ,ツボツボ,むし,いわ,2,はっこうポケモン,NA,0.6,20.5,NA,はっこうポケモン。むし・いわタイプ。初登場は金・銀。高さ0.6m、重さ20.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_29ddf95368.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
213,ヘラクロス,ヘラクロス,ヘラクロス,むし,かくとう,2,1ぽんヅノポケモン,NA,1.5,54.0,NA,1ぽんヅノポケモン。むし・かくとうタイプ。初登場は金・銀。高さ1.5m、重さ54.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1f537cea1c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1101,メガヘラクロス,メガヘラクロス,メガヘラクロス,むし,かくとう,6,1ぽんヅノポケモン,NA,1.7,62.5,NA,1ぽんヅノポケモン。むし・かくとうタイプ。初登場はX・Y。高さ1.7m、重さ62.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e78a71ef1e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
214,ニューラ,ニューラ,ニューラ,あく,こおり,2,かぎづめポケモン,NA,0.9,28.0,NA,かぎづめポケモン。あく・こおりタイプ。初登場は金・銀。高さ0.9m、重さ28.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_0fe2c674e7.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1102,ニューラ（ヒスイのすがた）,ニューラ,ニューラ,かくとう,どく,8,かぎづめポケモン,NA,0.9,27.0,NA,かぎづめポケモン。かくとう・どくタイプ。初登場はソード・シールド。高さ0.9m、重さ27.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e0eb012861.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1102,ニューラ（ヒスイのすがた）,ヒスイニューラ,ヒスイニューラ,かくとう,どく,8,かぎづめポケモン,NA,0.9,27.0,NA,かぎづめポケモン。かくとう・どくタイプ。初登場はソード・シールド。高さ0.9m、重さ27.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e0eb012861.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1102,ニューラ（ヒスイのすがた）,ニューラ（ヒスイのすがた）,ニューラヒスイのすがた,かくとう,どく,8,かぎづめポケモン,NA,0.9,27.0,NA,かぎづめポケモン。かくとう・どくタイプ。初登場はソード・シールド。高さ0.9m、重さ27.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e0eb012861.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
215,ヒメグマ,ヒメグマ,ヒメグマ,ノーマル,NA,2,こぐまポケモン,NA,0.6,8.8,NA,こぐまポケモン。ノーマルタイプ。初登場は金・銀。高さ0.6m、重さ8.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_461bc2e6d9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
216,リングマ,リングマ,リングマ,ノーマル,NA,2,とうみんポケモン,NA,1.8,125.8,ヒメグマ,とうみんポケモン。ノーマルタイプ。初登場は金・銀。ヒメグマから進化。高さ1.8m、重さ125.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3d0a718619.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
217,マグマッグ,マグマッグ,マグマッグ,ほのお,NA,2,ようがんポケモン,NA,0.7,35.0,NA,ようがんポケモン。ほのおタイプ。初登場は金・銀。高さ0.7m、重さ35.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_8d7edec88c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
218,マグカルゴ,マグカルゴ,マグカルゴ,ほのお,いわ,2,ようがんポケモン,NA,0.8,55.0,マグマッグ,ようがんポケモン。ほのお・いわタイプ。初登場は金・銀。マグマッグから進化。高さ0.8m、重さ55.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_deed17ee43.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
219,ウリムー,ウリムー,ウリムー,こおり,じめん,2,いのぶたポケモン,NA,0.4,6.5,NA,いのぶたポケモン。こおり・じめんタイプ。初登場は金・銀。高さ0.4m、重さ6.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_90a6b8bd3b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
220,イノムー,イノムー,イノムー,こおり,じめん,2,いのししポケモン,NA,1.1,55.8,ウリムー,いのししポケモン。こおり・じめんタイプ。初登場は金・銀。ウリムーから進化。高さ1.1m、重さ55.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c3eb80c0c3.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
221,サニーゴ,サニーゴ,サニーゴ,みず,いわ,2,さんごポケモン,NA,0.6,5.0,NA,さんごポケモン。みず・いわタイプ。初登場は金・銀。高さ0.6m、重さ5.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_757ae90e60.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1103,サニーゴ（ガラルのすがた）,サニーゴ,サニーゴ,ゴースト,NA,8,さんごポケモン,NA,0.6,0.5,NA,さんごポケモン。ゴーストタイプ。初登場はソード・シールド。高さ0.6m、重さ0.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_85e407a0e6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
